Date,Order Time,Order ID,Order Status,Customer ID,Customer Gender,Customer Age Group,City,Product Category,Product Name,Franchise/Theme,Size,Color,Quantity Ordered,Order Value (INR ?),Payment Method,Discount Applied (%),Coupon Used,Coupon Code,Delivery Partner,Delivery Time (Days),Return Request,Return Reason,Customer Rating (1-5),Review Sentiment,Inventory Status,Device Used,Traffic Source,New vs Returning Customer,Estimated Profit Margin (%)
04-10-2024,22:38:03,TSSQJS3ELZ,Delivered,TSC0619950,Female,45+,Delhi,Accessories,Marvel Keychain Bundle,Marvel,XL,Forest Green,1,400,UPI,5,Yes,TSSFLASH,Delhivery,5,No,,4,Positive,In Stock,Android App,Influencer Marketing,Returning,53.8
07-10-2024,14:42:15,TSSVCODMMA,Refunded,TSC8839657,Male,25-34,Other Tier-2/Tier-3 Cities,T-Shirts,Naruto Uzumaki Sage Mode Tee,Naruto,M,Charcoal,1,750,UPI,25,No,,Delhivery,0,Yes,Quality Not as Expected,,,In Stock,Android App,Influencer Marketing,New,35.7
05-10-2024,09:57:05,TSSLZIA4OW42,Delivered,TSC3526582,Male,13-18,Hyderabad,Oversized T-Shirts,Gryffindor Crest Oversized Tee,Harry Potter,L,Yellow,1,410,COD,20,No,,XpressBees,2,No,,3,Neutral,Out of Stock,Android App,Facebook Ads,New,39.5
23-10-2024,14:30:14,TSSJBB2OPIX8,Returned,TSC8898434,Male,25-34,Bangalore,Joggers,Sunday Mood Joggers,Minimal Collection,L,White,2,1220,Net Banking,25,Yes,FEST25,Shadowfax,3,Yes,Wrong Product Delivered,,,In Stock,Android App,Facebook Ads,New,19.8
26-10-2024,11:32:46,TSS88ZKWHTCY,Delivered,TSC9843974,Male,25-34,Delhi,T-Shirts,Demon Slayer Tanjiro Flame Tee,Anime,M,White,1,950,COD,5,No,,Blue Dart,4,No,,5,Positive,Low Stock,Android App,Google Ads,New,35.2
29-10-2024,12:16:53,TSSUKKLFTNC4,Returned,TSC3986400,Male,25-34,Delhi,T-Shirts,Elden Ring Tarnished Tee,Gaming,M,Yellow,1,550,Credit Card,20,No,,Delhivery,2,Yes,Size Issue,,,In Stock,Android App,Facebook Ads,Returning,21.2
05-10-2024,21:00:29,TSSI3BUYEO8,Delivered,TSC5606410,Male,25-34,Delhi,Accessories,Anime Enamel Pin Set,Anime,XL,White,2,460,Debit Card,15,No,,Delhivery,3,Yes,Wrong Product Delivered,5,Positive,Out of Stock,iPhone App,Instagram,Returning,45.2
10-10-2024,17:34:14,TSSD2XVDCKQB,Returned,TSC2851788,Male,19-24,Other Tier-2/Tier-3 Cities,Backpacks,Street Ready Backpack,Originals,L,Charcoal,2,2360,UPI,25,Yes,TSSFLASH,Delhivery,6,Yes,Defective Product,,,In Stock,Android App,Influencer Marketing,New,25.6
10-10-2024,19:56:13,TSS25F6XI3,Delivered,TSC4554505,Male,35-44,Other Tier-2/Tier-3 Cities,T-Shirts,Essential Crew Neck Tee,Solid Basics,M,Off White,4,1240,UPI,40,Yes,TSSFLASH,Blue Dart,6,No,,5,Positive,In Stock,Website,Instagram,Returning,30.6
31-10-2024,12:28:05,TSSDRW6O2E,Cancelled,TSC4808346,Male,19-24,Other Tier-2/Tier-3 Cities,Sneakers,Heritage Sneaker Low Top,Originals,L,Black,2,1700,Debit Card,15,Yes,TSSFLASH,Delhivery,0,No,,,,Low Stock,Android App,Influencer Marketing,New,27.1
19-10-2024,14:56:06,TSSYFPQU3S0P,Delivered,TSC7649506,Male,19-24,Pune,T-Shirts,Luffy Gear 5 Sun God Tee,One Piece,L,Red,1,510,Credit Card,5,Yes,TSSFLASH,XpressBees,1,No,,4,Neutral,Out of Stock,Website,Influencer Marketing,Returning,29.5
11-10-2024,08:00:41,TSSZYFKH7EQ,Refunded,TSC4875549,Female,35-44,Bangalore,Backpacks,TSS Campus Backpack,Originals,M,Red,1,900,Credit Card,10,Yes,COMEBACK10,Ekart,0,Yes,Defective Product,,,In Stock,iPhone App,Influencer Marketing,New,33.7
09-10-2024,16:57:55,TSSQ0F4K6KP,Returned,TSC9724086,Female,35-44,Delhi,Accessories,TSS Gym Socks 3-Pack,Solid Basics,XL,Charcoal,1,320,UPI,20,Yes,COMEBACK10,XpressBees,1,Yes,Changed Mind,,,Low Stock,iPhone App,Facebook Ads,New,53
10-10-2024,13:02:39,TSS6V8YUOWAL,Delivered,TSC1288256,Male,19-24,Mumbai,Joggers,Sunday Mood Joggers,Minimal Collection,XL,White,2,1800,Credit Card,10,Yes,TSSFLASH,Blue Dart,4,No,,5,Positive,In Stock,Android App,Organic Search,Returning,29.9
23-10-2024,11:59:40,TSS7N1OHWHS,In Transit,TSC5083685,Female,45+,Jaipur,T-Shirts,My Hero Academia Plus Ultra Tee,Anime,S,Red,1,490,UPI,0,No,,Delhivery,7,No,,,,Out of Stock,Android App,Influencer Marketing,Returning,41.2
17-10-2024,19:02:39,TSS5FGP43O,Delivered,TSC4831751,Female,35-44,Bangalore,Jackets,Thor Lightning Strike Jacket,Marvel,L,Grey,1,950,UPI,5,Yes,TSSFLASH,Delhivery,3,Yes,Size Issue,5,Positive,In Stock,Android App,Email Campaign,New,30.3
20-10-2024,17:56:35,TSSI09ZL85,In Transit,TSC2547142,Male,25-34,Other Tier-2/Tier-3 Cities,Backpacks,Street Ready Backpack,Originals,M,Sky Blue,1,1390,Net Banking,30,Yes,NEWUSER15,Blue Dart,7,No,,,,In Stock,iPhone App,Google Ads,Returning,29.7
14-10-2024,20:26:31,TSSA6QWIJA,Delivered,TSC4486360,Male,25-34,Mumbai,Backpacks,Street Ready Backpack,Originals,XS,Sky Blue,1,1200,UPI,15,No,,Shadowfax,5,No,,4,Positive,Low Stock,iPhone App,Organic Search,New,31.1
02-10-2024,19:16:12,TSSFDGDWENR,Delivered,TSC3420465,Male,25-34,Kolkata,Jackets,TSS Varsity Jacket,Originals,XL,Red,1,900,Credit Card,10,No,,Shadowfax,2,No,,3,Neutral,In Stock,iPhone App,Email Campaign,New,29.3
22-10-2024,17:54:59,TSSL5SUSY6FD,Delivered,TSC7328922,Male,25-34,Hyderabad,T-Shirts,Platform 9¾ Graphic Tee,Harry Potter,M,White,1,440,COD,5,Yes,FIRST15,Delhivery,3,No,,5,Positive,Low Stock,Android App,Google Ads,New,22.3
24-10-2024,16:35:24,TSSEWH4RRD8R,In Transit,TSC5080200,Female,25-34,Bangalore,Shorts,Weekend Shorts,Solid Basics,M,Black,1,420,Debit Card,5,Yes,DIWALI30,Delhivery,3,No,,,,In Stock,Website,Instagram,New,33
06-10-2024,19:10:35,TSS4IO1QEWZ,Delivered,TSC9752893,Male,19-24,Delhi,T-Shirts,Luffy Gear 5 Sun God Tee,One Piece,S,Yellow,1,850,Credit Card,15,Yes,NEWUSER15,Delhivery,4,No,,4,Neutral,In Stock,Android App,Influencer Marketing,New,26.7
20-10-2024,21:58:26,TSSD7HSQTA,In Transit,TSC6377410,Female,25-34,Pune,T-Shirts,Tokyo Minimal Type Tee,Minimal Collection,M,Charcoal,1,570,Credit Card,0,No,,Ekart,3,No,,,,Out of Stock,Android App,Direct Traffic,New,26.9
29-10-2024,19:15:26,TSSW8EZBP5X2,Delivered,TSC4578311,Female,25-34,Ahmedabad,Shorts,Weekend Shorts,Solid Basics,S,Red,1,370,Debit Card,25,No,,Delhivery,4,No,,5,Positive,In Stock,Android App,Facebook Ads,Returning,27.8
19-10-2024,21:29:31,TSSMM5FPF3,Refunded,TSC5623690,Female,19-24,Hyderabad,Joggers,Core Fleece Joggers,Solid Basics,S,Red,2,1460,UPI,20,Yes,ANIME20,Delhivery,0,Yes,Wrong Product Delivered,,,In Stock,Website,Facebook Ads,New,29.3
21-10-2024,18:56:00,TSS8V3Z908,In Transit,TSC8694999,Male,35-44,Kolkata,Joggers,One Piece Map Adventure Joggers,One Piece,L,Beige,1,710,COD,0,No,,XpressBees,2,No,,,,In Stock,Android App,Instagram,Returning,27.2
23-10-2024,11:14:38,TSSZCIO31AN,Delivered,TSC6793429,Female,19-24,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Classic Boxy Oversized Tee,Solid Basics,XXL,Off White,1,850,Credit Card,15,No,,Shadowfax,4,No,,5,Positive,In Stock,Website,Instagram,New,25.7
10-10-2024,13:57:34,TSSV04JEF0R,Cancelled,TSC1699641,Female,45+,Bangalore,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,L,Sky Blue,1,500,COD,20,Yes,NEWUSER15,Delhivery,0,No,,,,In Stock,iPhone App,Direct Traffic,New,19.7
05-10-2024,19:56:05,TSSKJICN6YEB,Delivered,TSC4842666,Female,19-24,Delhi,Hoodies,Casual Zip Hoodie,Solid Basics,XL,Sky Blue,1,950,UPI,5,Yes,TSSFLASH,Delhivery,5,No,,4,Positive,Low Stock,Android App,Instagram,Returning,40.3
14-10-2024,15:56:47,TSSBZQYOJ0U,Delivered,TSC0720082,Male,19-24,Hyderabad,T-Shirts,Batman Dark Knight Tee,DC,L,Maroon,1,520,UPI,20,No,,Ekart,3,No,,5,Positive,Low Stock,iPhone App,Instagram,New,41.1
07-10-2024,19:36:22,TSSRZQG027,Delivered,TSC3463132,Male,25-34,Hyderabad,T-Shirts,Central Perk Coffee Tee,Friends,XL,Rust,1,470,Debit Card,25,No,,Delhivery,4,No,,4,Positive,Low Stock,iPhone App,Instagram,New,32
22-10-2024,21:13:41,TSS6LMEV6HX,Delivered,TSC6966750,Male,35-44,Other Tier-2/Tier-3 Cities,T-Shirts,Batman Logo Drop Shoulder Tee,Batman,M,Off White,3,2550,Credit Card,15,No,,Delhivery,5,No,,4,Positive,Low Stock,Website,Influencer Marketing,New,37.6
23-10-2024,22:15:30,TSSRIJQTTS,Delivered,TSC4811019,Male,35-44,Chennai,Hoodies,Stitch Experiment 626 Hoodie,Disney,XS,Rust,2,1700,COD,15,Yes,SAVE20,Ekart,3,No,,3,Positive,Low Stock,iPhone App,Organic Search,Returning,38.8
01-10-2024,21:59:59,TSSCJU5F8Z5H,Delivered,TSC8902423,Female,25-34,Bangalore,T-Shirts,Tokyo Minimal Type Tee,Minimal Collection,XL,Forest Green,1,610,Net Banking,0,No,,XpressBees,1,No,,5,Positive,In Stock,Android App,Instagram,New,24.2
30-10-2024,15:12:38,TSS0VGUS4VX,Returned,TSC1945413,Female,45+,Delhi,Joggers,Core Fleece Joggers,Solid Basics,XL,Olive,2,1140,COD,10,Yes,DIWALI30,Delhivery,2,Yes,Changed Mind,,,In Stock,iPhone App,Instagram,Returning,37.3
30-10-2024,08:05:18,TSSG6OTHC7,Delivered,TSC3851235,Female,45+,Other Tier-2/Tier-3 Cities,Joggers,One Piece Map Adventure Joggers,One Piece,L,Lavender,1,780,UPI,20,Yes,NEWUSER15,Ekart,6,No,,5,Neutral,Out of Stock,Android App,Facebook Ads,Returning,36.7
05-10-2024,18:22:39,TSSR13WOFK,Delivered,TSC3086068,Male,25-34,Kolkata,Accessories,TSS Gym Socks 3-Pack,Solid Basics,XXL,Lavender,2,780,Net Banking,15,No,,Ekart,1,No,,5,Positive,Out of Stock,iPhone App,Facebook Ads,New,37.5
14-10-2024,17:41:50,TSS92E2QC8,Delivered,TSC7811705,Male,19-24,Other Tier-2/Tier-3 Cities,Joggers,One Piece Map Adventure Joggers,One Piece,S,Navy,1,900,Debit Card,10,No,,Blue Dart,5,No,,5,Positive,In Stock,Website,Facebook Ads,Returning,20
07-10-2024,10:20:39,TSSIAQ4NYUG,Delivered,TSC6067698,Male,45+,Jaipur,Oversized T-Shirts,How You Doin' Oversized Tee,Friends,L,Red,1,590,UPI,5,No,,Shadowfax,5,Yes,Quality Not as Expected,4,Positive,Low Stock,Android App,Facebook Ads,Returning,22.6
31-10-2024,11:07:48,TSSLJSEB1I,Delivered,TSC7165141,Male,25-34,Delhi,Shirts,Everyday Oxford Shirt,Solid Basics,M,Charcoal,1,710,Credit Card,15,No,,Shadowfax,3,No,,4,Positive,In Stock,Android App,Instagram,New,31.3
18-10-2024,18:38:37,TSS8WC433T,Delivered,TSC8177674,Female,19-24,Mumbai,T-Shirts,Batman Logo Drop Shoulder Tee,Batman,L,Charcoal,2,1800,COD,10,No,,Ekart,5,No,,4,Neutral,In Stock,Android App,Influencer Marketing,Returning,26.6
23-10-2024,18:19:55,TSSK25D4FADZ,Delivered,TSC0850865,Male,35-44,Pune,Shorts,Weekend Shorts,Solid Basics,XXL,Forest Green,1,440,UPI,30,Yes,MARVEL15,XpressBees,4,No,,4,Positive,In Stock,Android App,Instagram,Returning,24.6
31-10-2024,06:32:16,TSS5I4IGYL7,In Transit,TSC8196280,Female,19-24,Mumbai,Hoodies,Gotham City Hoodie,Batman,S,Navy,2,1600,Net Banking,20,Yes,FIRST15,Ekart,4,No,,,,In Stock,Android App,Google Ads,New,27.9
21-10-2024,08:29:26,TSS2SG0IUUD,Refunded,TSC2251047,Female,35-44,Mumbai,T-Shirts,Cyberpunk 2077 Night City Tee,Gaming,M,Lavender,1,800,UPI,20,No,,Blue Dart,0,Yes,Size Issue,,,In Stock,Android App,Facebook Ads,New,18.3
29-10-2024,15:21:32,TSSHPOAMIVT,In Transit,TSC7028036,Other,25-34,Jaipur,Jackets,TSS Varsity Jacket,Originals,XXL,White,1,950,UPI,5,No,,Shadowfax,4,No,,,,In Stock,Android App,Influencer Marketing,Returning,31.4
08-10-2024,14:39:45,TSSSXYZW3FW7,Delivered,TSC0939897,Male,19-24,Bangalore,Dresses,TSS Campus Backpack,Originals,M,Beige,1,830,Credit Card,10,No,,Ekart,4,No,,5,Positive,In Stock,Android App,Influencer Marketing,New,22.5
07-10-2024,18:10:01,TSS9O0QWLBPB,Delivered,TSC1960264,Female,25-34,Ahmedabad,Joggers,Hidden Leaf Village Joggers,Naruto,L,Grey,3,1890,Credit Card,25,No,,Delhivery,6,No,,1,Neutral,In Stock,Website,Organic Search,Returning,38.3
13-10-2024,18:25:07,TSSOGLDWU2,Delivered,TSC1842608,Male,19-24,Delhi,Hoodies,Cloud Nine Hoodie,Minimal Collection,XL,Olive,1,700,Wallet,30,Yes,NEWUSER15,Blue Dart,4,No,,5,Positive,In Stock,Website,Organic Search,Returning,38.5
29-10-2024,17:17:13,TSS1YKEKH1,Delivered,TSC6750305,Male,19-24,Mumbai,Joggers,Sunday Mood Joggers,Minimal Collection,S,Beige,2,1520,UPI,20,Yes,MARVEL15,Blue Dart,5,No,,1,Negative,In Stock,Website,Instagram,New,40.4
02-10-2024,14:11:18,TSSPJASD84NZ,Delivered,TSC4649412,Male,35-44,Chennai,T-Shirts,Luffy Gear 5 Sun God Tee,One Piece,M,White,1,850,UPI,15,Yes,FIRST15,Ekart,1,No,,3,Negative,In Stock,iPhone App,Email Campaign,Returning,39.3
13-10-2024,08:27:38,TSSSIZR33DH7,Delivered,TSC0884275,Female,19-24,Pune,Shirts,Monochrome Wave Shirt,Minimal Collection,XL,Black,1,550,Debit Card,15,No,,Blue Dart,4,No,,4,Positive,In Stock,Android App,Instagram,New,27.6
27-10-2024,17:41:28,TSST6UGE7FN8,Delivered,TSC6284326,Female,25-34,Mumbai,Hoodies,Going Merry Ship Hoodie,One Piece,L,Navy,1,1140,Credit Card,5,No,,Shadowfax,4,No,,5,Neutral,In Stock,Android App,Influencer Marketing,New,39.3
06-10-2024,17:19:14,TSSC4KW19MVK,Delivered,TSC3211591,Male,19-24,Mumbai,Hoodies,Akatsuki Cloud Hoodie,Naruto,S,Beige,1,1320,Wallet,15,Yes,TSSFLASH,Blue Dart,3,No,,4,Positive,In Stock,Android App,Influencer Marketing,New,28.9
20-10-2024,18:29:35,TSSLXY960BW,Delivered,TSC2234627,Female,25-34,Kolkata,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,M,Forest Green,1,710,Debit Card,5,Yes,WELCOME10,XpressBees,2,No,,5,Positive,In Stock,Android App,Organic Search,New,19.4
03-10-2024,12:24:03,TSS8FZA31XW,Refunded,TSC8950029,Female,25-34,Other Tier-2/Tier-3 Cities,Backpacks,TSS Campus Backpack,Originals,L,White,1,750,Credit Card,25,No,,Ekart,0,Yes,Late Delivery,,,Out of Stock,Android App,Instagram,New,25.4
01-10-2024,12:32:46,TSSTU66FHHQN,Delivered,TSC5285023,Male,13-18,Other Tier-2/Tier-3 Cities,Mobile Covers,Marvel Avengers Phone Cover,Marvel,S,Sky Blue,1,200,COD,20,No,,XpressBees,3,No,,1,Negative,In Stock,Android App,Instagram,New,44.9
10-10-2024,00:27:40,TSSVXGSWUP4,Delivered,TSC9405088,Male,25-34,Chennai,Oversized T-Shirts,Avengers Assemble Oversized Drop,Marvel,L,Lavender,4,3200,COD,20,No,,Blue Dart,4,No,,4,Positive,Low Stock,Android App,Instagram,Returning,39.2
26-10-2024,17:48:50,TSSALE88REYF,In Transit,TSC9375087,Other,19-24,Ahmedabad,Jackets,Thor Lightning Strike Jacket,Marvel,L,Off White,2,2000,UPI,0,No,,Ekart,6,No,,,,In Stock,Website,Email Campaign,Returning,27.9
02-10-2024,22:52:24,TSSZ1G77HU,In Transit,TSC3250327,Female,19-24,Bangalore,Backpacks,TSS Campus Backpack,Originals,M,Navy,2,2940,UPI,0,No,,XpressBees,2,No,,,,Out of Stock,Website,Organic Search,Returning,23.1
12-10-2024,18:40:49,TSSG9DHJ0H,Returned,TSC5226433,Female,25-34,Other Tier-2/Tier-3 Cities,Hoodies,Akatsuki Cloud Hoodie,Naruto,L,Yellow,1,750,UPI,25,Yes,ANIME20,XpressBees,8,Yes,Size Issue,,,In Stock,Android App,Instagram,New,23.2
24-10-2024,13:43:39,TSSBAVYQ6FY,Delivered,TSC0076107,Male,25-34,Other Tier-2/Tier-3 Cities,Jackets,TSS Varsity Jacket,Originals,XXL,Off White,1,1630,Wallet,0,No,,Shadowfax,6,No,,2,Neutral,In Stock,Android App,Facebook Ads,New,32.3
12-10-2024,10:43:03,TSSJ6OH0TY,Delivered,TSC9292510,Male,35-44,Chandigarh,Joggers,Hidden Leaf Village Joggers,Naruto,M,White,1,850,UPI,15,No,,Delhivery,5,No,,5,Positive,Low Stock,Website,Email Campaign,Returning,29.2
14-10-2024,07:29:19,TSSUXNDFTS,Delivered,TSC5654245,Male,25-34,Chandigarh,Shirts,Monochrome Wave Shirt,Minimal Collection,XL,White,1,650,COD,5,Yes,WELCOME10,XpressBees,8,No,,5,Positive,In Stock,Website,Instagram,New,30.2
15-10-2024,05:21:37,TSSGGRLF06Z,Delivered,TSC3011062,Female,25-34,Kolkata,Joggers,Hidden Leaf Village Joggers,Naruto,M,Maroon,1,770,UPI,5,Yes,ANIME20,Shadowfax,1,No,,5,Neutral,In Stock,Website,Email Campaign,New,24.9
29-10-2024,20:45:56,TSSIIXNGKRT,Delivered,TSC1193647,Female,19-24,Hyderabad,Sneakers,Heritage Sneaker Low Top,Originals,L,Charcoal,1,1570,COD,15,Yes,FIRST15,Blue Dart,4,No,,3,Neutral,In Stock,Android App,Facebook Ads,New,20.7
29-10-2024,12:09:38,TSSAVYJNGW,In Transit,TSC2739343,Other,19-24,Delhi,T-Shirts,Tokyo Minimal Type Tee,Minimal Collection,S,Charcoal,1,430,UPI,25,No,,Ekart,2,No,,,,In Stock,Android App,Organic Search,New,27
03-10-2024,04:47:34,TSS7WBRWYVR,Delivered,TSC6534678,Male,25-34,Jaipur,Accessories,Hogwarts Enamel Pin Set,Harry Potter,XS,Black,2,720,Debit Card,15,Yes,MARVEL15,Blue Dart,7,No,,4,Positive,In Stock,iPhone App,Email Campaign,Returning,52.6
22-10-2024,07:22:00,TSSBA80Q4MF,Cancelled,TSC9074966,Female,25-34,Chennai,Sneakers,Heritage Sneaker Low Top,Originals,M,Navy,1,1540,Debit Card,15,Yes,NEWUSER15,Shadowfax,0,No,,,,In Stock,Android App,Google Ads,New,32.8
17-10-2024,14:58:08,TSSQTJN2ZE,Delivered,TSC2941651,Female,25-34,Bangalore,Oversized T-Shirts,Aesthetic Coordinates Oversized Tee,Minimal Collection,M,Charcoal,1,530,Wallet,0,No,,XpressBees,4,No,,5,Positive,In Stock,Android App,Instagram,New,31.9
11-10-2024,18:23:01,TSSOM3EMMD2X,Delivered,TSC7800886,Female,25-34,Chennai,T-Shirts,Mickey Washed Acid Tee,Disney,S,Grey,1,750,UPI,25,Yes,NEWUSER15,Blue Dart,4,No,,5,Positive,In Stock,iPhone App,Email Campaign,New,22.7
15-10-2024,19:51:22,TSSY14TN7YV1,Delivered,TSC9486376,Female,25-34,Chennai,Shirts,Monochrome Wave Shirt,Minimal Collection,L,Red,2,1300,COD,20,No,,Delhivery,3,No,,5,Positive,Low Stock,Android App,Facebook Ads,Returning,39.6
29-10-2024,13:50:01,TSS1BLNVC26,Delivered,TSC2424900,Female,19-24,Bangalore,Jackets,Thor Lightning Strike Jacket,Marvel,M,Forest Green,1,1180,Wallet,20,Yes,ANIME20,Delhivery,3,No,,5,Positive,In Stock,iPhone App,Instagram,New,38.5
26-10-2024,10:37:32,TSS94S56MU,In Transit,TSC1924418,Female,25-34,Other Tier-2/Tier-3 Cities,Mobile Covers,Marvel Avengers Phone Cover,Marvel,L,Navy,2,1400,UPI,30,No,,Ekart,7,No,,,,In Stock,Website,Influencer Marketing,New,45.7
18-10-2024,15:03:19,TSSVRFZ101FJ,Delivered,TSC1535795,Male,25-34,Hyderabad,Joggers,Sunday Mood Joggers,Minimal Collection,L,Black,1,480,COD,30,No,,Shadowfax,4,No,,4,Positive,In Stock,iPhone App,Instagram,Returning,21.3
06-10-2024,12:31:47,TSS9IEM4WOHV,Returned,TSC3750862,Male,45+,Delhi,Shirts,Monochrome Wave Shirt,Minimal Collection,M,Grey,1,800,Credit Card,15,No,,Delhivery,1,Yes,Size Issue,,,In Stock,iPhone App,Influencer Marketing,Returning,26.8
20-10-2024,14:33:56,TSS7E6QMHW88,Delivered,TSC1708368,Male,25-34,Chennai,Backpacks,Street Ready Backpack,Originals,L,Lavender,1,1140,UPI,15,Yes,NEWUSER15,Delhivery,4,No,,5,Positive,In Stock,Android App,Facebook Ads,New,22.2
15-10-2024,09:08:29,TSS8HQ6E83,Delivered,TSC2456541,Male,25-34,Ahmedabad,T-Shirts,We Were On A Break Tee,Friends,M,Maroon,2,1220,UPI,5,Yes,TSSFLASH,XpressBees,8,Yes,Changed Mind,4,Positive,In Stock,Android App,Instagram,New,22.3
13-10-2024,04:48:39,TSSLPIFMO0V7,Returned,TSC1979005,Female,25-34,Chennai,Sneakers,Heritage Sneaker Low Top,Originals,XL,Forest Green,1,850,Wallet,15,No,,Shadowfax,2,Yes,Defective Product,,,Low Stock,Android App,Instagram,New,21.1
30-10-2024,15:15:45,TSSXEG09TLY,Delivered,TSC0444626,Male,35-44,Delhi,Shirts,Monochrome Wave Shirt,Minimal Collection,M,Sky Blue,2,1220,Credit Card,20,Yes,COMEBACK10,Delhivery,3,No,,5,Positive,Low Stock,Android App,Instagram,Returning,38.7
31-10-2024,21:17:53,TSS6IZMNSNUO,Delivered,TSC8078699,Female,25-34,Chandigarh,T-Shirts,PS5 DualSense Controller Tee,Gaming,M,Red,1,370,UPI,25,No,,Blue Dart,6,No,,5,Positive,In Stock,Android App,Influencer Marketing,New,21.2
30-10-2024,08:12:49,TSSJ6IVM58,Delivered,TSC9965252,Other,35-44,Mumbai,Mobile Covers,Anime Collage Phone Cover,Anime,L,Charcoal,1,1000,COD,0,No,,Delhivery,3,No,,4,Neutral,Out of Stock,Android App,Instagram,Returning,43.9
24-10-2024,21:41:53,TSSGR89MM5,Delivered,TSC0133677,Male,25-34,Delhi,Jackets,Thor Lightning Strike Jacket,Marvel,L,Charcoal,2,3160,UPI,5,No,,Shadowfax,3,No,,5,Positive,Low Stock,Website,Instagram,Returning,23.2
19-10-2024,09:50:43,TSSO1TGXF9,In Transit,TSC0820059,Male,13-18,Pune,Dresses,One Piece Map Adventure Joggers,One Piece,S,Charcoal,2,2000,Credit Card,0,No,,Delhivery,2,No,,,,Low Stock,iPhone App,Influencer Marketing,New,35.5
10-10-2024,22:12:30,TSS5LKRVPVI,Delivered,TSC5046217,Female,19-24,Pune,Jackets,TSS Varsity Jacket,Originals,XXL,Sky Blue,1,850,Net Banking,15,Yes,FEST25,Blue Dart,3,No,,5,Positive,Low Stock,Android App,Instagram,Returning,32.8
30-10-2024,19:17:35,TSSXQ8G2GN6C,Returned,TSC1243074,Male,25-34,Other Tier-2/Tier-3 Cities,T-Shirts,Joker Why So Serious Tee,DC,XS,Beige,2,900,COD,15,No,,Blue Dart,3,Yes,Size Issue,,,In Stock,iPhone App,Instagram,Returning,40.1
13-10-2024,11:23:55,TSS0VF3EP97O,Delivered,TSC9554098,Female,25-34,Ahmedabad,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,M,Sky Blue,1,700,UPI,30,Yes,SAVE20,Ekart,4,No,,5,Positive,Low Stock,Android App,Instagram,New,21.5
06-10-2024,10:09:42,TSSU1PO4LL,Delivered,TSC0832554,Female,13-18,Bangalore,Backpacks,TSS Campus Backpack,Originals,M,Charcoal,1,1140,Credit Card,20,Yes,MARVEL15,Shadowfax,4,No,,5,Positive,In Stock,iPhone App,Instagram,New,30.7
04-10-2024,21:05:58,TSSQYT6H90R6,Delivered,TSC7146633,Male,25-34,Pune,T-Shirts,Central Perk Coffee Tee,Friends,L,Red,2,1000,Wallet,10,Yes,WELCOME10,Ekart,2,No,,4,Positive,In Stock,iPhone App,Instagram,New,21.9
27-10-2024,19:07:02,TSSI03HT7B,Delivered,TSC3877407,Male,45+,Hyderabad,Shirts,Monochrome Wave Shirt,Minimal Collection,XL,Grey,1,680,COD,20,No,,XpressBees,3,No,,5,Positive,In Stock,iPhone App,Organic Search,New,33.7
10-10-2024,04:35:28,TSSXNMH8D4,In Transit,TSC9102013,Female,25-34,Mumbai,Hoodies,Friends Couch Crew Hoodie,Friends,XS,Beige,1,1000,COD,0,No,,Delhivery,2,Yes,Wrong Product Delivered,,,Out of Stock,iPhone App,Facebook Ads,Returning,30.5
25-10-2024,19:58:41,TSSQMZS8FWI,Cancelled,TSC8596746,Male,19-24,Hyderabad,Jackets,TSS Varsity Jacket,Originals,L,Forest Green,1,1310,UPI,25,No,,Ekart,0,No,,,,In Stock,iPhone App,Organic Search,New,26.6
20-10-2024,08:01:13,TSSFXILXAL0,Delivered,TSC2888089,Male,13-18,Bangalore,Sneakers,Heritage Sneaker Low Top,Originals,XL,Black,1,850,COD,15,Yes,MARVEL15,Shadowfax,2,No,,5,Neutral,In Stock,iPhone App,Influencer Marketing,Returning,32
09-10-2024,16:41:01,TSSPODGW7ZW,Delivered,TSC8830898,Male,35-44,Delhi,Hoodies,Stitch Experiment 626 Hoodie,Disney,L,Beige,1,750,Debit Card,25,No,,Shadowfax,4,No,,4,Neutral,In Stock,Android App,Instagram,Returning,34.9
28-10-2024,21:53:00,TSS8CT1AHN8T,Delivered,TSC9789845,Female,25-34,Pune,Oversized T-Shirts,Superman S-Shield Oversized Tee,DC,L,Lavender,1,540,UPI,10,Yes,SAVE20,Blue Dart,2,No,,3,Neutral,In Stock,Android App,Instagram,Returning,39.5
27-10-2024,10:16:56,TSS8HDVM1N,Delivered,TSC2080879,Male,25-34,Jaipur,Joggers,Sunday Mood Joggers,Minimal Collection,XXL,Charcoal,1,900,Wallet,10,No,,Delhivery,7,No,,5,Positive,Low Stock,Website,Facebook Ads,New,23.8
06-10-2024,13:29:27,TSSY6BKTS98W,Cancelled,TSC9150303,Male,19-24,Hyderabad,T-Shirts,Naruto Ramen Bowl Graphic Tee,Naruto,S,Black,1,370,UPI,25,No,,Blue Dart,0,Yes,Quality Not as Expected,,,In Stock,iPhone App,Email Campaign,Returning,41.9
